国家名称,指标名称,年份,数值
中下收入,人口密度 (每平方公里土地面积的人数),1962,45.45758707270001
中下收入,服务业等增加值（占GDP的百分比）,1962,38.42249109
中东和北非,农业增加值（占GDP的百分比）,1962,
中东和北非,人均二氧化碳排放量 (公吨),1962,1.0624464408399998
中东和北非,金融部门提供的国内信贷（占GDP的百分比）,1962,19.80866818
中东和北非,人均电力消费量 (千瓦时),1962,
中东和北非,能源使用量（每人当量千克石油）,1962,
中东和北非,商品和服务出口（占GDP的百分比）,1962,
中东和北非,总生育率，每位女性的出生数,1962,6.8863571515799995
中东和北非,GDP增长率（年百分比）,1962,
中东和北非,商品和服务进口（占GDP的百分比）,1962,
中东和北非,工业，增加值（占GDP的百分比）,1962,
中东和北非,通货膨胀率，GDP平减指数（年百分比）,1962,
中东和北非,出生时预期寿命，总年数,1962,48.388503440600005
中东和北非,人口密度 (每平方公里土地面积的人数),1962,9.911242075
中东和北非,服务业等增加值（占GDP的百分比）,1962,
中东和北非地区（不包括高收入国家）,农业增加值（占GDP的百分比）,1962,
中东和北非地区（不包括高收入国家）,人均二氧化碳排放量 (公吨),1962,0.850534696
中东和北非地区（不包括高收入国家）,金融部门提供的国内信贷（占GDP的百分比）,1962,21.09616173
中东和北非地区（不包括高收入国家）,人均电力消费量 (千瓦时),1962,
中东和北非地区（不包括高收入国家）,能源使用量（每人当量千克石油）,1962,
中东和北非地区（不包括高收入国家）,商品和服务出口（占GDP的百分比）,1962,
中东和北非地区（不包括高收入国家）,总生育率，每位女性的出生数,1962,6.949720755
中东和北非地区（不包括高收入国家）,GDP增长率（年百分比）,1962,
中东和北非地区（不包括高收入国家）,商品和服务进口（占GDP的百分比）,1962,
中东和北非地区（不包括高收入国家）,工业，增加值（占GDP的百分比）,1962,
中东和北非地区（不包括高收入国家）,通货膨胀率，GDP平减指数（年百分比）,1962,
中东和北非地区（不包括高收入国家）,出生时预期寿命，总年数,1962,47.8249881
中东和北非地区（不包括高收入国家）,人口密度 (每平方公里土地面积的人数),1962,11.93381752
中东和北非地区（不包括高收入国家）,服务业等增加值（占GDP的百分比）,1962,
中东和北非地区（IDA和IBRD国家）,农业增加值（占GDP的百分比）,1962,
中东和北非地区（IDA和IBRD国家）,人均二氧化碳排放量 (公吨),1962,0.850062509
中东和北非地区（IDA和IBRD国家）,金融部门提供的国内信贷（占GDP的百分比）,1962,21.09616173
中东和北非地区（IDA和IBRD国家）,人均电力消费量 (千瓦时),1962,
中东和北非地区（IDA和IBRD国家）,能源使用量（每人当量千克石油）,1962,
中东和北非地区（IDA和IBRD国家）,商品和服务出口（占GDP的百分比）,1962,
中东和北非地区（IDA和IBRD国家）,总生育率，每位女性的出生数,1962,6.949720755
中东和北非地区（IDA和IBRD国家）,GDP增长率（年百分比）,1962,
中东和北非地区（IDA和IBRD国家）,商品和服务进口（占GDP的百分比）,1962,
中东和北非地区（IDA和IBRD国家）,工业，增加值（占GDP的百分比）,1962,
中东和北非地区（IDA和IBRD国家）,通货膨胀率，GDP平减指数（年百分比）,1962,
中东和北非地区（IDA和IBRD国家）,出生时预期寿命，总年数,1962,47.8249881
中东和北非地区（IDA和IBRD国家）,人口密度 (每平方公里土地面积的人数),1962,11.942134485499999
中东和北非地区（IDA和IBRD国家）,服务业等增加值（占GDP的百分比）,1962,
中等收入,农业增加值（占GDP的百分比）,1962,35.51401432
中等收入,人均二氧化碳排放量 (公吨),1962,0.8975738437049999
中等收入,金融部门提供的国内信贷（占GDP的百分比）,1962,
中等收入,人均电力消费量 (千瓦时),1962,
中等收入,能源使用量（每人当量千克石油）,1962,
中等收入,商品和服务出口（占GDP的百分比）,1962,8.55133251
中等收入,总生育率，每位女性的出生数,1962,5.684608526
中等收入,GDP增长率（年百分比）,1962,3.7658687333699996
中等收入,商品和服务进口（占GDP的百分比）,1962,8.515379288
中等收入,工业，增加值（占GDP的百分比）,1962,27.851907583000003
中等收入,通货膨胀率，GDP平减指数（年百分比）,1962,
中等收入,出生时预期寿命，总年数,1962,48.88370778
中等收入,人口密度 (每平方公里土地面积的人数),1962,26.88584656
中等收入,服务业等增加值（占GDP的百分比）,1962,36.423792673099996
北美,农业增加值（占GDP的百分比）,1962,
北美,人均二氧化碳排放量 (公吨),1962,15.56809381
北美,金融部门提供的国内信贷（占GDP的百分比）,1962,101.1936835
北美,人均电力消费量 (千瓦时),1962,4556.777414
北美,能源使用量（每人当量千克石油）,1962,5654.544543
北美,商品和服务出口（占GDP的百分比）,1962,5.986508548
北美,总生育率，每位女性的出生数,1962,3.481246778
北美,GDP增长率（年百分比）,1962,6.194839647
北美,商品和服务进口（占GDP的百分比）,1962,5.371364854
北美,工业，增加值（占GDP的百分比）,1962,
北美,通货膨胀率，GDP平减指数（年百分比）,1962,1.244634712
北美,出生时预期寿命，总年数,1962,70.2327068
北美,人口密度 (每平方公里土地面积的人数),1962,11.24220656
北美,服务业等增加值（占GDP的百分比）,1962,
未分类,农业增加值（占GDP的百分比）,1962,
未分类,人均二氧化碳排放量 (公吨),1962,
未分类,金融部门提供的国内信贷（占GDP的百分比）,1962,
未分类,人均电力消费量 (千瓦时),1962,
未分类,能源使用量（每人当量千克石油）,1962,
未分类,商品和服务出口（占GDP的百分比）,1962,
未分类,总生育率，每位女性的出生数,1962,
未分类,GDP增长率（年百分比）,1962,
未分类,商品和服务进口（占GDP的百分比）,1962,
未分类,工业，增加值（占GDP的百分比）,1962,
未分类,通货膨胀率，GDP平减指数（年百分比）,1962,
未分类,出生时预期寿命，总年数,1962,
未分类,人口密度 (每平方公里土地面积的人数),1962,
未分类,服务业等增加值（占GDP的百分比）,1962,
经合组织成员国,农业增加值（占GDP的百分比）,1962,
经合组织成员国,人均二氧化碳排放量 (公吨),1962,7.530947650650001
经合组织成员国,金融部门提供的国内信贷（占GDP的百分比）,1962,81.57188228
经合组织成员国,人均电力消费量 (千瓦时),1962,2445.523383
经合组织成员国,能源使用量（每人当量千克石油）,1962,2810.851796
经合组织成员国,商品和服务出口（占GDP的百分比）,1962,11.465662484200001
经合组织成员国,总生育率，每位女性的出生数,1962,3.197668704
经合组织成员国,GDP增长率（年百分比）,1962,5.841474154759999
经合组织成员国,商品和服务进口（占GDP的百分比）,1962,11.77369956
经合组织成员国,工业，增加值（占GDP的百分比）,1962,
经合组织成员国,通货膨胀率，GDP平减指数（年百分比）,1962,4.10945046
经合组织成员国,出生时预期寿命，总年数,1962,67.75456581
经合组织成员国,人口密度 (每平方公里土地面积的人数),1962,23.614741581399997
经合组织成员国,服务业等增加值（占GDP的百分比）,1962,
其他小国,农业增加值（占GDP的百分比）,1962,
其他小国,人均二氧化碳排放量 (公吨),1962,0.761356165
其他小国,金融部门提供的国内信贷（占GDP的百分比）,1962,32.03231879
其他小国,人均电力消费量 (千瓦时),1962,
其他小国,能源使用量（每人当量千克石油）,1962,
其他小国,商品和服务出口（占GDP的百分比）,1962,
其他小国,总生育率，每位女性的出生数,1962,5.057594868
其他小国,GDP增长率（年百分比）,1962,
其他小国,商品和服务进口（占GDP的百分比）,1962,
其他小国,工业，增加值（占GDP的百分比）,1962,
其他小国,通货膨胀率，GDP平减指数（年百分比）,1962,
其他小国,出生时预期寿命，总年数,1962,52.23726676
其他小国,人口密度 (每平方公里土地面积的人数),1962,4.673651479
其他小国,服务业等增加值（占GDP的百分比）,1962,
太平洋岛国小国,农业增加值（占GDP的百分比）,1962,
太平洋岛国小国,人均二氧化碳排放量 (公吨),1962,0.466693917
太平洋岛国小国,金融部门提供的国内信贷（占GDP的百分比）,1962,11.26434426
太平洋岛国小国,人均电力消费量 (千瓦时),1962,
太平洋岛国小国,能源使用量（每人当量千克石油）,1962,
太平洋岛国小国,商品和服务出口（占GDP的百分比）,1962,
太平洋岛国小国,总生育率，每位女性的出生数,1962,6.562854354
太平洋岛国小国,GDP增长率（年百分比）,1962,
太平洋岛国小国,商品和服务进口（占GDP的百分比）,1962,
太平洋岛国小国,工业，增加值（占GDP的百分比）,1962,
太平洋岛国小国,通货膨胀率，GDP平减指数（年百分比）,1962,
太平洋岛国小国,出生时预期寿命，总年数,1962,54.60778331109999
太平洋岛国小国,人口密度 (每平方公里土地面积的人数),1962,14.70287941
太平洋岛国小国,服务业等增加值（占GDP的百分比）,1962,
后人口红利,农业增加值（占GDP的百分比）,1962,
后人口红利,人均二氧化碳排放量 (公吨),1962,8.024388437
后人口红利,金融部门提供的国内信贷（占GDP的百分比）,1962,83.50258514
后人口红利,人均电力消费量 (千瓦时),1962,2622.526261
后人口红利,能源使用量（每人当量千克石油）,1962,2964.131043
后人口红利,商品和服务出口（占GDP的百分比）,1962,12.67215191
后人口红利,总生育率，每位女性的出生数,1962,2.86850205
后人口红利,GDP增长率（年百分比）,1962,5.871149343
后人口红利,商品和服务进口（占GDP的百分比）,1962,12.985093958599998
后人口红利,工业，增加值（占GDP的百分比）,1962,
后人口红利,通货膨胀率，GDP平减指数（年百分比）,1962,3.894667676
后人口红利,出生时预期寿命，总年数,1962,69.14436286
后人口红利,人口密度 (每平方公里土地面积的人数),1962,24.638995070300002
后人口红利,服务业等增加值（占GDP的百分比）,1962,
前人口红利,农业增加值（占GDP的百分比）,1962,
前人口红利,人均二氧化碳排放量 (公吨),1962,0.166592997
前人口红利,金融部门提供的国内信贷（占GDP的百分比）,1962,8.343830592
前人口红利,人均电力消费量 (千瓦时),1962,
前人口红利,能源使用量（每人当量千克石油）,1962,
前人口红利,商品和服务出口（占GDP的百分比）,1962,
前人口红利,总生育率，每位女性的出生数,1962,6.668131713
前人口红利,GDP增长率（年百分比）,1962,
前人口红利,商品和服务进口（占GDP的百分比）,1962,
前人口红利,工业，增加值（占GDP的百分比）,1962,
前人口红利,通货膨胀率，GDP平减指数（年百分比）,1962,2.48595551
前人口红利,出生时预期寿命，总年数,1962,39.74017248
前人口红利,人口密度 (每平方公里土地面积的人数),1962,9.824695174
前人口红利,服务业等增加值（占GDP的百分比）,1962,
小国,农业增加值（占GDP的百分比）,1962,
小国,人均二氧化碳排放量 (公吨),1962,1.480707733
小国,金融部门提供的国内信贷（占GDP的百分比）,1962,18.47961912
小国,人均电力消费量 (千瓦时),1962,
小国,能源使用量（每人当量千克石油）,1962,
小国,商品和服务出口（占GDP的百分比）,1962,
小国,总生育率，每位女性的出生数,1962,5.272407747
小国,GDP增长率（年百分比）,1962,
小国,商品和服务进口（占GDP的百分比）,1962,
小国,工业，增加值（占GDP的百分比）,1962,
小国,通货膨胀率，GDP平减指数（年百分比）,1962,
小国,出生时预期寿命，总年数,1962,55.586627174899995
小国,人口密度 (每平方公里土地面积的人数),1962,5.908129741
小国,服务业等增加值（占GDP的百分比）,1962,
南亚,农业增加值（占GDP的百分比）,1962,41.32089306
南亚,人均二氧化碳排放量 (公吨),1962,0.27699009785900003
南亚,金融部门提供的国内信贷（占GDP的百分比）,1962,24.67912571
南亚,人均电力消费量 (千瓦时),1962,
南亚,能源使用量（每人当量千克石油）,1962,
